2021-05-25,10:00,-0.002
2021-05-25,10:30,-0.001
2021-05-25,11:00,-0.0
2021-05-25,11:30,0.0
2021-05-25,12:00,0.0
2021-05-25,14:00,0.002
2021-05-25,14:30,0.002
2021-05-25,15:00,0.002
